Date,IsHoliday,Month,Day,Hour,Minute,DayOfWeek,Season,Daylight time,Hora,EPV
11/18/2016 22:30,0,11,18,22,30,6,Autumn,winter-time,22:30,0
11/18/2016 22:45,0,11,18,22,45,6,Autumn,winter-time,22:45,0
11/18/2016 23:00,0,11,18,23,0,6,Autumn,winter-time,23:0,0
11/18/2016 23:15,0,11,18,23,15,6,Autumn,winter-time,23:15,0
11/18/2016 23:30,0,11,18,23,30,6,Autumn,winter-time,23:30,0
11/18/2016 23:45,0,11,18,23,45,6,Autumn,winter-time,23:45,0
11/19/2016 0:00,0,11,19,0,0,7,Autumn,winter-time,0:0,0
11/19/2016 0:15,0,11,19,0,15,7,Autumn,winter-time,0:15,0
11/19/2016 0:30,0,11,19,0,30,7,Autumn,winter-time,0:30,0
11/19/2016 0:45,0,11,19,0,45,7,Autumn,winter-time,0:45,0
11/19/2016 1:00,0,11,19,1,0,7,Autumn,winter-time,1:0,0
11/19/2016 1:15,0,11,19,1,15,7,Autumn,winter-time,1:15,0
11/19/2016 1:30,0,11,19,1,30,7,Autumn,winter-time,1:30,0
11/19/2016 1:45,0,11,19,1,45,7,Autumn,winter-time,1:45,0
11/19/2016 2:00,0,11,19,2,0,7,Autumn,winter-time,2:0,0
11/19/2016 2:15,0,11,19,2,15,7,Autumn,winter-time,2:15,0
11/19/2016 2:30,0,11,19,2,30,7,Autumn,winter-time,2:30,0
11/19/2016 2:45,0,11,19,2,45,7,Autumn,winter-time,2:45,0
11/19/2016 3:00,0,11,19,3,0,7,Autumn,winter-time,3:0,0
11/19/2016 3:15,0,11,19,3,15,7,Autumn,winter-time,3:15,0
11/19/2016 3:30,0,11,19,3,30,7,Autumn,winter-time,3:30,0
11/19/2016 3:45,0,11,19,3,45,7,Autumn,winter-time,3:45,0
11/19/2016 4:00,0,11,19,4,0,7,Autumn,winter-time,4:0,0
11/19/2016 4:15,0,11,19,4,15,7,Autumn,winter-time,4:15,0
11/19/2016 4:30,0,11,19,4,30,7,Autumn,winter-time,4:30,0
11/19/2016 4:45,0,11,19,4,45,7,Autumn,winter-time,4:45,0
11/19/2016 5:00,0,11,19,5,0,7,Autumn,winter-time,5:0,0
11/19/2016 5:15,0,11,19,5,15,7,Autumn,winter-time,5:15,0
11/19/2016 5:30,0,11,19,5,30,7,Autumn,winter-time,5:30,0
11/19/2016 5:45,0,11,19,5,45,7,Autumn,winter-time,5:45,0
11/19/2016 6:00,0,11,19,6,0,7,Autumn,winter-time,6:0,0
11/19/2016 6:15,0,11,19,6,15,7,Autumn,winter-time,6:15,0
11/19/2016 6:30,0,11,19,6,30,7,Autumn,winter-time,6:30,0
11/19/2016 6:45,0,11,19,6,45,7,Autumn,winter-time,6:45,0
11/19/2016 7:00,0,11,19,7,0,7,Autumn,winter-time,7:0,0
11/19/2016 7:15,0,11,19,7,15,7,Autumn,winter-time,7:15,8.3225
11/19/2016 7:30,0,11,19,7,30,7,Autumn,winter-time,7:30,16.645
11/19/2016 7:45,0,11,19,7,45,7,Autumn,winter-time,7:45,24.9675
11/19/2016 8:00,0,11,19,8,0,7,Autumn,winter-time,8:0,33.29
11/19/2016 8:15,0,11,19,8,15,7,Autumn,winter-time,8:15,54.3625
11/19/2016 8:30,0,11,19,8,30,7,Autumn,winter-time,8:30,75.435
11/19/2016 8:45,0,11,19,8,45,7,Autumn,winter-time,8:45,96.5075
11/19/2016 9:00,0,11,19,9,0,7,Autumn,winter-time,9:0,117.58
11/19/2016 9:15,0,11,19,9,15,7,Autumn,winter-time,9:15,132.7425
11/19/2016 9:30,0,11,19,9,30,7,Autumn,winter-time,9:30,147.905
11/19/2016 9:45,0,11,19,9,45,7,Autumn,winter-time,9:45,163.0675
11/19/2016 10:00,0,11,19,10,0,7,Autumn,winter-time,10:0,178.23
11/19/2016 10:15,0,11,19,10,15,7,Autumn,winter-time,10:15,187.75
11/19/2016 10:30,0,11,19,10,30,7,Autumn,winter-time,10:30,197.27
11/19/2016 10:45,0,11,19,10,45,7,Autumn,winter-time,10:45,206.79
11/19/2016 11:00,0,11,19,11,0,7,Autumn,winter-time,11:0,216.31
11/19/2016 11:15,0,11,19,11,15,7,Autumn,winter-time,11:15,220.575
11/19/2016 11:30,0,11,19,11,30,7,Autumn,winter-time,11:30,224.84
11/19/2016 11:45,0,11,19,11,45,7,Autumn,winter-time,11:45,229.105
11/19/2016 12:00,0,11,19,12,0,7,Autumn,winter-time,12:0,233.37
11/19/2016 12:15,0,11,19,12,15,7,Autumn,winter-time,12:15,232.6525
11/19/2016 12:30,0,11,19,12,30,7,Autumn,winter-time,12:30,231.935
11/19/2016 12:45,0,11,19,12,45,7,Autumn,winter-time,12:45,231.2175
11/19/2016 13:00,0,11,19,13,0,7,Autumn,winter-time,13:0,230.5
11/19/2016 13:15,0,11,19,13,15,7,Autumn,winter-time,13:15,224.955
11/19/2016 13:30,0,11,19,13,30,7,Autumn,winter-time,13:30,219.41
11/19/2016 13:45,0,11,19,13,45,7,Autumn,winter-time,13:45,213.865
11/19/2016 14:00,0,11,19,14,0,7,Autumn,winter-time,14:0,208.32
11/19/2016 14:15,0,11,19,14,15,7,Autumn,winter-time,14:15,198.1075
11/19/2016 14:30,0,11,19,14,30,7,Autumn,winter-time,14:30,187.895
11/19/2016 14:45,0,11,19,14,45,7,Autumn,winter-time,14:45,177.6825
11/19/2016 15:00,0,11,19,15,0,7,Autumn,winter-time,15:0,167.47
11/19/2016 15:15,0,11,19,15,15,7,Autumn,winter-time,15:15,152.2225
11/19/2016 15:30,0,11,19,15,30,7,Autumn,winter-time,15:30,136.975
11/19/2016 15:45,0,11,19,15,45,7,Autumn,winter-time,15:45,121.7275
11/19/2016 16:00,0,11,19,16,0,7,Autumn,winter-time,16:0,106.48
11/19/2016 16:15,0,11,19,16,15,7,Autumn,winter-time,16:15,85.34
11/19/2016 16:30,0,11,19,16,30,7,Autumn,winter-time,16:30,64.2
11/19/2016 16:45,0,11,19,16,45,7,Autumn,winter-time,16:45,43.06
11/19/2016 17:00,0,11,19,17,0,7,Autumn,winter-time,17:0,21.92
11/19/2016 17:15,0,11,19,17,15,7,Autumn,winter-time,17:15,16.44
11/19/2016 17:30,0,11,19,17,30,7,Autumn,winter-time,17:30,10.96
11/19/2016 17:45,0,11,19,17,45,7,Autumn,winter-time,17:45,5.48
11/19/2016 18:00,0,11,19,18,0,7,Autumn,winter-time,18:0,0
11/19/2016 18:15,0,11,19,18,15,7,Autumn,winter-time,18:15,0
11/19/2016 18:30,0,11,19,18,30,7,Autumn,winter-time,18:30,0
11/19/2016 18:45,0,11,19,18,45,7,Autumn,winter-time,18:45,0
11/19/2016 19:00,0,11,19,19,0,7,Autumn,winter-time,19:0,0
11/19/2016 19:15,0,11,19,19,15,7,Autumn,winter-time,19:15,0
11/19/2016 19:30,0,11,19,19,30,7,Autumn,winter-time,19:30,0
11/19/2016 19:45,0,11,19,19,45,7,Autumn,winter-time,19:45,0
11/19/2016 20:00,0,11,19,20,0,7,Autumn,winter-time,20:0,0
11/19/2016 20:15,0,11,19,20,15,7,Autumn,winter-time,20:15,0
11/19/2016 20:30,0,11,19,20,30,7,Autumn,winter-time,20:30,0
11/19/2016 20:45,0,11,19,20,45,7,Autumn,winter-time,20:45,0
11/19/2016 21:00,0,11,19,21,0,7,Autumn,winter-time,21:0,0
11/19/2016 21:15,0,11,19,21,15,7,Autumn,winter-time,21:15,0
11/19/2016 21:30,0,11,19,21,30,7,Autumn,winter-time,21:30,0
11/19/2016 21:45,0,11,19,21,45,7,Autumn,winter-time,21:45,0
11/19/2016 22:00,0,11,19,22,0,7,Autumn,winter-time,22:0,0
11/19/2016 22:15,0,11,19,22,15,7,Autumn,winter-time,22:15,0
11/19/2016 22:30,0,11,19,22,30,7,Autumn,winter-time,22:30,0
11/19/2016 22:45,0,11,19,22,45,7,Autumn,winter-time,22:45,0
11/19/2016 23:00,0,11,19,23,0,7,Autumn,winter-time,23:0,0
11/19/2016 23:15,0,11,19,23,15,7,Autumn,winter-time,23:15,0
11/19/2016 23:30,0,11,19,23,30,7,Autumn,winter-time,23:30,0
11/19/2016 23:45,0,11,19,23,45,7,Autumn,winter-time,23:45,0
11/20/2016 0:00,0,11,20,0,0,1,Autumn,winter-time,0:0,0
11/20/2016 0:15,0,11,20,0,15,1,Autumn,winter-time,0:15,0
11/20/2016 0:30,0,11,20,0,30,1,Autumn,winter-time,0:30,0
11/20/2016 0:45,0,11,20,0,45,1,Autumn,winter-time,0:45,0
11/20/2016 1:00,0,11,20,1,0,1,Autumn,winter-time,1:0,0
11/20/2016 1:15,0,11,20,1,15,1,Autumn,winter-time,1:15,0
11/20/2016 1:30,0,11,20,1,30,1,Autumn,winter-time,1:30,0
11/20/2016 1:45,0,11,20,1,45,1,Autumn,winter-time,1:45,0
11/20/2016 2:00,0,11,20,2,0,1,Autumn,winter-time,2:0,0
11/20/2016 2:15,0,11,20,2,15,1,Autumn,winter-time,2:15,0
11/20/2016 2:30,0,11,20,2,30,1,Autumn,winter-time,2:30,0
11/20/2016 2:45,0,11,20,2,45,1,Autumn,winter-time,2:45,0
11/20/2016 3:00,0,11,20,3,0,1,Autumn,winter-time,3:0,0
11/20/2016 3:15,0,11,20,3,15,1,Autumn,winter-time,3:15,0
11/20/2016 3:30,0,11,20,3,30,1,Autumn,winter-time,3:30,0
11/20/2016 3:45,0,11,20,3,45,1,Autumn,winter-time,3:45,0
11/20/2016 4:00,0,11,20,4,0,1,Autumn,winter-time,4:0,0
11/20/2016 4:15,0,11,20,4,15,1,Autumn,winter-time,4:15,0
11/20/2016 4:30,0,11,20,4,30,1,Autumn,winter-time,4:30,0
11/20/2016 4:45,0,11,20,4,45,1,Autumn,winter-time,4:45,0
11/20/2016 5:00,0,11,20,5,0,1,Autumn,winter-time,5:0,0
11/20/2016 5:15,0,11,20,5,15,1,Autumn,winter-time,5:15,0
11/20/2016 5:30,0,11,20,5,30,1,Autumn,winter-time,5:30,0
11/20/2016 5:45,0,11,20,5,45,1,Autumn,winter-time,5:45,0
11/20/2016 6:00,0,11,20,6,0,1,Autumn,winter-time,6:0,0
11/20/2016 6:15,0,11,20,6,15,1,Autumn,winter-time,6:15,0
11/20/2016 6:30,0,11,20,6,30,1,Autumn,winter-time,6:30,0
11/20/2016 6:45,0,11,20,6,45,1,Autumn,winter-time,6:45,0
11/20/2016 7:00,0,11,20,7,0,1,Autumn,winter-time,7:0,0
11/20/2016 7:15,0,11,20,7,15,1,Autumn,winter-time,7:15,2.3775
11/20/2016 7:30,0,11,20,7,30,1,Autumn,winter-time,7:30,4.755
11/20/2016 7:45,0,11,20,7,45,1,Autumn,winter-time,7:45,7.1325
11/20/2016 8:00,0,11,20,8,0,1,Autumn,winter-time,8:0,9.51
11/20/2016 8:15,0,11,20,8,15,1,Autumn,winter-time,8:15,8.0675
11/20/2016 8:30,0,11,20,8,30,1,Autumn,winter-time,8:30,6.625
11/20/2016 8:45,0,11,20,8,45,1,Autumn,winter-time,8:45,5.1825
11/20/2016 9:00,0,11,20,9,0,1,Autumn,winter-time,9:0,3.74
11/20/2016 9:15,0,11,20,9,15,1,Autumn,winter-time,9:15,14.175
11/20/2016 9:30,0,11,20,9,30,1,Autumn,winter-time,9:30,24.61
11/20/2016 9:45,0,11,20,9,45,1,Autumn,winter-time,9:45,35.045
11/20/2016 10:00,0,11,20,10,0,1,Autumn,winter-time,10:0,45.48
11/20/2016 10:15,0,11,20,10,15,1,Autumn,winter-time,10:15,56.3175
11/20/2016 10:30,0,11,20,10,30,1,Autumn,winter-time,10:30,67.155
11/20/2016 10:45,0,11,20,10,45,1,Autumn,winter-time,10:45,77.9925
11/20/2016 11:00,0,11,20,11,0,1,Autumn,winter-time,11:0,88.83
11/20/2016 11:15,0,11,20,11,15,1,Autumn,winter-time,11:15,109.7025
11/20/2016 11:30,0,11,20,11,30,1,Autumn,winter-time,11:30,130.575
11/20/2016 11:45,0,11,20,11,45,1,Autumn,winter-time,11:45,151.4475
11/20/2016 12:00,0,11,20,12,0,1,Autumn,winter-time,12:0,172.32
11/20/2016 12:15,0,11,20,12,15,1,Autumn,winter-time,12:15,150.44
11/20/2016 12:30,0,11,20,12,30,1,Autumn,winter-time,12:30,128.56
11/20/2016 12:45,0,11,20,12,45,1,Autumn,winter-time,12:45,106.68
11/20/2016 13:00,0,11,20,13,0,1,Autumn,winter-time,13:0,84.8
11/20/2016 13:15,0,11,20,13,15,1,Autumn,winter-time,13:15,84.98
11/20/2016 13:30,0,11,20,13,30,1,Autumn,winter-time,13:30,85.16
11/20/2016 13:45,0,11,20,13,45,1,Autumn,winter-time,13:45,85.34
11/20/2016 14:00,0,11,20,14,0,1,Autumn,winter-time,14:0,85.52
11/20/2016 14:15,0,11,20,14,15,1,Autumn,winter-time,14:15,71.9875
11/20/2016 14:30,0,11,20,14,30,1,Autumn,winter-time,14:30,58.455
11/20/2016 14:45,0,11,20,14,45,1,Autumn,winter-time,14:45,44.9225
11/20/2016 15:00,0,11,20,15,0,1,Autumn,winter-time,15:0,31.39
11/20/2016 15:15,0,11,20,15,15,1,Autumn,winter-time,15:15,25.5825
11/20/2016 15:30,0,11,20,15,30,1,Autumn,winter-time,15:30,19.775
11/20/2016 15:45,0,11,20,15,45,1,Autumn,winter-time,15:45,13.9675
11/20/2016 16:00,0,11,20,16,0,1,Autumn,winter-time,16:0,8.16
11/20/2016 16:15,0,11,20,16,15,1,Autumn,winter-time,16:15,6.4475
11/20/2016 16:30,0,11,20,16,30,1,Autumn,winter-time,16:30,4.735
11/20/2016 16:45,0,11,20,16,45,1,Autumn,winter-time,16:45,3.0225
11/20/2016 17:00,0,11,20,17,0,1,Autumn,winter-time,17:0,1.31
11/20/2016 17:15,0,11,20,17,15,1,Autumn,winter-time,17:15,0.9825
11/20/2016 17:30,0,11,20,17,30,1,Autumn,winter-time,17:30,0.655
11/20/2016 17:45,0,11,20,17,45,1,Autumn,winter-time,17:45,0.3275
11/20/2016 18:00,0,11,20,18,0,1,Autumn,winter-time,18:0,0
11/20/2016 18:15,0,11,20,18,15,1,Autumn,winter-time,18:15,0
11/20/2016 18:30,0,11,20,18,30,1,Autumn,winter-time,18:30,0
11/20/2016 18:45,0,11,20,18,45,1,Autumn,winter-time,18:45,0
11/20/2016 19:00,0,11,20,19,0,1,Autumn,winter-time,19:0,0
11/20/2016 19:15,0,11,20,19,15,1,Autumn,winter-time,19:15,0
11/20/2016 19:30,0,11,20,19,30,1,Autumn,winter-time,19:30,0
11/20/2016 19:45,0,11,20,19,45,1,Autumn,winter-time,19:45,0
11/20/2016 20:00,0,11,20,20,0,1,Autumn,winter-time,20:0,0
11/20/2016 20:15,0,11,20,20,15,1,Autumn,winter-time,20:15,0
11/20/2016 20:30,0,11,20,20,30,1,Autumn,winter-time,20:30,0
11/20/2016 20:45,0,11,20,20,45,1,Autumn,winter-time,20:45,0
11/20/2016 21:00,0,11,20,21,0,1,Autumn,winter-time,21:0,0
11/20/2016 21:15,0,11,20,21,15,1,Autumn,winter-time,21:15,0
11/20/2016 21:30,0,11,20,21,30,1,Autumn,winter-time,21:30,0
11/20/2016 21:45,0,11,20,21,45,1,Autumn,winter-time,21:45,0
11/20/2016 22:00,0,11,20,22,0,1,Autumn,winter-time,22:0,0
11/20/2016 22:15,0,11,20,22,15,1,Autumn,winter-time,22:15,0
11/20/2016 22:30,0,11,20,22,30,1,Autumn,winter-time,22:30,0
11/20/2016 22:45,0,11,20,22,45,1,Autumn,winter-time,22:45,0
11/20/2016 23:00,0,11,20,23,0,1,Autumn,winter-time,23:0,0
11/20/2016 23:15,0,11,20,23,15,1,Autumn,winter-time,23:15,0
11/20/2016 23:30,0,11,20,23,30,1,Autumn,winter-time,23:30,0
11/20/2016 23:45,0,11,20,23,45,1,Autumn,winter-time,23:45,0
11/21/2016 0:00,0,11,21,0,0,2,Autumn,winter-time,0:0,0
11/21/2016 0:15,0,11,21,0,15,2,Autumn,winter-time,0:15,0
11/21/2016 0:30,0,11,21,0,30,2,Autumn,winter-time,0:30,0
11/21/2016 0:45,0,11,21,0,45,2,Autumn,winter-time,0:45,0
11/21/2016 1:00,0,11,21,1,0,2,Autumn,winter-time,1:0,0
11/21/2016 1:15,0,11,21,1,15,2,Autumn,winter-time,1:15,0
11/21/2016 1:30,0,11,21,1,30,2,Autumn,winter-time,1:30,0
11/21/2016 1:45,0,11,21,1,45,2,Autumn,winter-time,1:45,0
11/21/2016 2:00,0,11,21,2,0,2,Autumn,winter-time,2:0,0
11/21/2016 2:15,0,11,21,2,15,2,Autumn,winter-time,2:15,0
11/21/2016 2:30,0,11,21,2,30,2,Autumn,winter-time,2:30,0
11/21/2016 2:45,0,11,21,2,45,2,Autumn,winter-time,2:45,0
11/21/2016 3:00,0,11,21,3,0,2,Autumn,winter-time,3:0,0
11/21/2016 3:15,0,11,21,3,15,2,Autumn,winter-time,3:15,0
11/21/2016 3:30,0,11,21,3,30,2,Autumn,winter-time,3:30,0
11/21/2016 3:45,0,11,21,3,45,2,Autumn,winter-time,3:45,0
11/21/2016 4:00,0,11,21,4,0,2,Autumn,winter-time,4:0,0
11/21/2016 4:15,0,11,21,4,15,2,Autumn,winter-time,4:15,0
11/21/2016 4:30,0,11,21,4,30,2,Autumn,winter-time,4:30,0
11/21/2016 4:45,0,11,21,4,45,2,Autumn,winter-time,4:45,0
11/21/2016 5:00,0,11,21,5,0,2,Autumn,winter-time,5:0,0
11/21/2016 5:15,0,11,21,5,15,2,Autumn,winter-time,5:15,0
11/21/2016 5:30,0,11,21,5,30,2,Autumn,winter-time,5:30,0
11/21/2016 5:45,0,11,21,5,45,2,Autumn,winter-time,5:45,0
11/21/2016 6:00,0,11,21,6,0,2,Autumn,winter-time,6:0,0
11/21/2016 6:15,0,11,21,6,15,2,Autumn,winter-time,6:15,0
11/21/2016 6:30,0,11,21,6,30,2,Autumn,winter-time,6:30,0
11/21/2016 6:45,0,11,21,6,45,2,Autumn,winter-time,6:45,0
11/21/2016 7:00,0,11,21,7,0,2,Autumn,winter-time,7:0,0
11/21/2016 7:15,0,11,21,7,15,2,Autumn,winter-time,7:15,0.8925
11/21/2016 7:30,0,11,21,7,30,2,Autumn,winter-time,7:30,1.785
11/21/2016 7:45,0,11,21,7,45,2,Autumn,winter-time,7:45,2.6775
11/21/2016 8:00,0,11,21,8,0,2,Autumn,winter-time,8:0,3.57
11/21/2016 8:15,0,11,21,8,15,2,Autumn,winter-time,8:15,5.2025
11/21/2016 8:30,0,11,21,8,30,2,Autumn,winter-time,8:30,6.835
11/21/2016 8:45,0,11,21,8,45,2,Autumn,winter-time,8:45,8.4675
11/21/2016 9:00,0,11,21,9,0,2,Autumn,winter-time,9:0,10.1
11/21/2016 9:15,0,11,21,9,15,2,Autumn,winter-time,9:15,12.5825
11/21/2016 9:30,0,11,21,9,30,2,Autumn,winter-time,9:30,15.065
11/21/2016 9:45,0,11,21,9,45,2,Autumn,winter-time,9:45,17.5475
11/21/2016 10:00,0,11,21,10,0,2,Autumn,winter-time,10:0,20.03
11/21/2016 10:15,0,11,21,10,15,2,Autumn,winter-time,10:15,20.5875
11/21/2016 10:30,0,11,21,10,30,2,Autumn,winter-time,10:30,21.145
11/21/2016 10:45,0,11,21,10,45,2,Autumn,winter-time,10:45,21.7025
11/21/2016 11:00,0,11,21,11,0,2,Autumn,winter-time,11:0,22.26
11/21/2016 11:15,0,11,21,11,15,2,Autumn,winter-time,11:15,22.26
11/21/2016 11:30,0,11,21,11,30,2,Autumn,winter-time,11:30,22.26
11/21/2016 11:45,0,11,21,11,45,2,Autumn,winter-time,11:45,22.26
11/21/2016 12:00,0,11,21,12,0,2,Autumn,winter-time,12:0,22.26
11/21/2016 12:15,0,11,21,12,15,2,Autumn,winter-time,12:15,25.15
11/21/2016 12:30,0,11,21,12,30,2,Autumn,winter-time,12:30,28.04
11/21/2016 12:45,0,11,21,12,45,2,Autumn,winter-time,12:45,30.93
11/21/2016 13:00,0,11,21,13,0,2,Autumn,winter-time,13:0,33.82
11/21/2016 13:15,0,11,21,13,15,2,Autumn,winter-time,13:15,34.995
11/21/2016 13:30,0,11,21,13,30,2,Autumn,winter-time,13:30,36.17
11/21/2016 13:45,0,11,21,13,45,2,Autumn,winter-time,13:45,37.345
11/21/2016 14:00,0,11,21,14,0,2,Autumn,winter-time,14:0,38.52
11/21/2016 14:15,0,11,21,14,15,2,Autumn,winter-time,14:15,31.3775
11/21/2016 14:30,0,11,21,14,30,2,Autumn,winter-time,14:30,24.235
11/21/2016 14:45,0,11,21,14,45,2,Autumn,winter-time,14:45,17.0925
11/21/2016 15:00,0,11,21,15,0,2,Autumn,winter-time,15:0,9.95
11/21/2016 15:15,0,11,21,15,15,2,Autumn,winter-time,15:15,13.3125
11/21/2016 15:30,0,11,21,15,30,2,Autumn,winter-time,15:30,16.675
11/21/2016 15:45,0,11,21,15,45,2,Autumn,winter-time,15:45,20.0375
11/21/2016 16:00,0,11,21,16,0,2,Autumn,winter-time,16:0,23.4
11/21/2016 16:15,0,11,21,16,15,2,Autumn,winter-time,16:15,23.025
11/21/2016 16:30,0,11,21,16,30,2,Autumn,winter-time,16:30,22.65
11/21/2016 16:45,0,11,21,16,45,2,Autumn,winter-time,16:45,22.275
11/21/2016 17:00,0,11,21,17,0,2,Autumn,winter-time,17:0,21.9
11/21/2016 17:15,0,11,21,17,15,2,Autumn,winter-time,17:15,16.425
11/21/2016 17:30,0,11,21,17,30,2,Autumn,winter-time,17:30,10.95
11/21/2016 17:45,0,11,21,17,45,2,Autumn,winter-time,17:45,5.475
11/21/2016 18:00,0,11,21,18,0,2,Autumn,winter-time,18:0,0
11/21/2016 18:15,0,11,21,18,15,2,Autumn,winter-time,18:15,0
11/21/2016 18:30,0,11,21,18,30,2,Autumn,winter-time,18:30,0
11/21/2016 18:45,0,11,21,18,45,2,Autumn,winter-time,18:45,0
11/21/2016 19:00,0,11,21,19,0,2,Autumn,winter-time,19:0,0
11/21/2016 19:15,0,11,21,19,15,2,Autumn,winter-time,19:15,0
11/21/2016 19:30,0,11,21,19,30,2,Autumn,winter-time,19:30,0
11/21/2016 19:45,0,11,21,19,45,2,Autumn,winter-time,19:45,0
11/21/2016 20:00,0,11,21,20,0,2,Autumn,winter-time,20:0,0
11/21/2016 20:15,0,11,21,20,15,2,Autumn,winter-time,20:15,0
11/21/2016 20:30,0,11,21,20,30,2,Autumn,winter-time,20:30,0
11/21/2016 20:45,0,11,21,20,45,2,Autumn,winter-time,20:45,0
11/21/2016 21:00,0,11,21,21,0,2,Autumn,winter-time,21:0,0
11/21/2016 21:15,0,11,21,21,15,2,Autumn,winter-time,21:15,0
11/21/2016 21:30,0,11,21,21,30,2,Autumn,winter-time,21:30,0
11/21/2016 21:45,0,11,21,21,45,2,Autumn,winter-time,21:45,0
11/21/2016 22:00,0,11,21,22,0,2,Autumn,winter-time,22:0,0
11/21/2016 22:15,0,11,21,22,15,2,Autumn,winter-time,22:15,0
11/21/2016 22:30,0,11,21,22,30,2,Autumn,winter-time,22:30,0
11/21/2016 22:45,0,11,21,22,45,2,Autumn,winter-time,22:45,0
11/21/2016 23:00,0,11,21,23,0,2,Autumn,winter-time,23:0,0
11/21/2016 23:15,0,11,21,23,15,2,Autumn,winter-time,23:15,0
11/21/2016 23:30,0,11,21,23,30,2,Autumn,winter-time,23:30,0
11/21/2016 23:45,0,11,21,23,45,2,Autumn,winter-time,23:45,0
11/22/2016 0:00,0,11,22,0,0,3,Autumn,winter-time,0:0,0
11/22/2016 0:15,0,11,22,0,15,3,Autumn,winter-time,0:15,0
11/22/2016 0:30,0,11,22,0,30,3,Autumn,winter-time,0:30,0
11/22/2016 0:45,0,11,22,0,45,3,Autumn,winter-time,0:45,0
11/22/2016 1:00,0,11,22,1,0,3,Autumn,winter-time,1:0,0
11/22/2016 1:15,0,11,22,1,15,3,Autumn,winter-time,1:15,0
11/22/2016 1:30,0,11,22,1,30,3,Autumn,winter-time,1:30,0
11/22/2016 1:45,0,11,22,1,45,3,Autumn,winter-time,1:45,0
11/22/2016 2:00,0,11,22,2,0,3,Autumn,winter-time,2:0,0
11/22/2016 2:15,0,11,22,2,15,3,Autumn,winter-time,2:15,0
11/22/2016 2:30,0,11,22,2,30,3,Autumn,winter-time,2:30,0
11/22/2016 2:45,0,11,22,2,45,3,Autumn,winter-time,2:45,0
11/22/2016 3:00,0,11,22,3,0,3,Autumn,winter-time,3:0,0
11/22/2016 3:15,0,11,22,3,15,3,Autumn,winter-time,3:15,0
11/22/2016 3:30,0,11,22,3,30,3,Autumn,winter-time,3:30,0
11/22/2016 3:45,0,11,22,3,45,3,Autumn,winter-time,3:45,0
11/22/2016 4:00,0,11,22,4,0,3,Autumn,winter-time,4:0,0
11/22/2016 4:15,0,11,22,4,15,3,Autumn,winter-time,4:15,0
11/22/2016 4:30,0,11,22,4,30,3,Autumn,winter-time,4:30,0
11/22/2016 4:45,0,11,22,4,45,3,Autumn,winter-time,4:45,0
11/22/2016 5:00,0,11,22,5,0,3,Autumn,winter-time,5:0,0
11/22/2016 5:15,0,11,22,5,15,3,Autumn,winter-time,5:15,0
11/22/2016 5:30,0,11,22,5,30,3,Autumn,winter-time,5:30,0
11/22/2016 5:45,0,11,22,5,45,3,Autumn,winter-time,5:45,0
11/22/2016 6:00,0,11,22,6,0,3,Autumn,winter-time,6:0,0
11/22/2016 6:15,0,11,22,6,15,3,Autumn,winter-time,6:15,0
11/22/2016 6:30,0,11,22,6,30,3,Autumn,winter-time,6:30,0
11/22/2016 6:45,0,11,22,6,45,3,Autumn,winter-time,6:45,0
11/22/2016 7:00,0,11,22,7,0,3,Autumn,winter-time,7:0,0
11/22/2016 7:15,0,11,22,7,15,3,Autumn,winter-time,7:15,0
11/22/2016 7:30,0,11,22,7,30,3,Autumn,winter-time,7:30,0
11/22/2016 7:45,0,11,22,7,45,3,Autumn,winter-time,7:45,0
11/22/2016 8:00,0,11,22,8,0,3,Autumn,winter-time,8:0,0
11/22/2016 8:15,0,11,22,8,15,3,Autumn,winter-time,8:15,3.6
11/22/2016 8:30,0,11,22,8,30,3,Autumn,winter-time,8:30,7.2
11/22/2016 8:45,0,11,22,8,45,3,Autumn,winter-time,8:45,10.8
11/22/2016 9:00,0,11,22,9,0,3,Autumn,winter-time,9:0,14.4
11/22/2016 9:15,0,11,22,9,15,3,Autumn,winter-time,9:15,17.3425
11/22/2016 9:30,0,11,22,9,30,3,Autumn,winter-time,9:30,20.285
11/22/2016 9:45,0,11,22,9,45,3,Autumn,winter-time,9:45,23.2275
11/22/2016 10:00,0,11,22,10,0,3,Autumn,winter-time,10:0,26.17
11/22/2016 10:15,0,11,22,10,15,3,Autumn,winter-time,10:15,33.4075
11/22/2016 10:30,0,11,22,10,30,3,Autumn,winter-time,10:30,40.645
11/22/2016 10:45,0,11,22,10,45,3,Autumn,winter-time,10:45,47.8825
11/22/2016 11:00,0,11,22,11,0,3,Autumn,winter-time,11:0,55.12
11/22/2016 11:15,0,11,22,11,15,3,Autumn,winter-time,11:15,59.5025
11/22/2016 11:30,0,11,22,11,30,3,Autumn,winter-time,11:30,63.885
11/22/2016 11:45,0,11,22,11,45,3,Autumn,winter-time,11:45,68.2675
11/22/2016 12:00,0,11,22,12,0,3,Autumn,winter-time,12:0,72.65
11/22/2016 12:15,0,11,22,12,15,3,Autumn,winter-time,12:15,65.4125
11/22/2016 12:30,0,11,22,12,30,3,Autumn,winter-time,12:30,58.175
11/22/2016 12:45,0,11,22,12,45,3,Autumn,winter-time,12:45,50.9375
11/22/2016 13:00,0,11,22,13,0,3,Autumn,winter-time,13:0,43.7
11/22/2016 13:15,0,11,22,13,15,3,Autumn,winter-time,13:15,39.99
